object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date
152549,Willows,1100s,Painting,album leaf; ink and light color on silk,"A single scholar in a skiff drifts beneath shade-giving willows and savors his view of mountain peaks just emerging from the pervasive river mist. Round lotus leaves and vertical marsh reeds join with the dotted grasses and curving willow leaves to provide considerable textural variety within the foreground area, which contrasts with the more irregular texturing of the distant mountains. Misty space plays an active part in the composition, and the components of the painting are organized around bisecting diagonals.",Image: 23.8 x 25.1 cm (9 3/8 x 9 7/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1985.365,https://openaccess-cdn.clevelandart.org/1985.365/1985.365_web.jpg,images/cleveland\152549.jpg,"The Kelvin Smith Collection, given by Mrs. Kelvin Smith",1985.365,2026-05-11
372091,Family Plots (from series of Repetitions),1988,Print,woodcut print with ink on paper,"Series of Repetitions, a suite of ten woodcuts, was part of Xu Bing’s master’s thesis project in 1987. He printed images in different stages, each time carving away a little more of the block’s surface. The first print is the darkest; the final one is the lightest, with the image being entirely effaced. Family Plots refers to the landownership arrangement under Mao Zedong that allowed families who worked on state-owned communes to have individual plots of land. The characters in the corners of each plot designate old family names, such as Zhao, Qian, Sun, and Li. These references to script and text laid the groundwork for the artist’s later “landscripts”—landscapes composed of Chinese characters or script-style components.",Image: 52.8 x 73.2 cm (20 13/16 x 28 13/16 in.); Sheet: 66.7 x 85.2 cm (26 1/4 x 33 9/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2019.240,,,Gift of Joe and Nancy Keithley,2019.240,2026-05-11
148384,Scholar Watching the Waterfall,1764,Painting,Hanging scroll; ink and light color on paper,"In this hanging scroll, a scholar and his attendant contemplate a waterfall. A light breeze lifts the scholar’s robe and blows the tree leaves, suggesting movement. Luo Ping from Anhui province was orphaned after his family had moved to Yangzhou, but his talent was recognized by the salt merchant brothers Ma Yueguan (1688–1755) and Ma Yuelu (1697–after 1766), who introduced him to literati circles. His patrons' portraits are in CMA 1979.72.Inspired by painter Jin Nong in his early career, Luo became known for his creative figure paintings, including ghosts. Scholar Watching a Waterfall was painted in his Yangzhou studio in the year of Jin’s death.",Painting: 125.7 x 56.8 cm (49 1/2 x 22 3/8 in.); Overall: 230.5 x 72.1 cm (90 3/4 x 28 3/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1975.95,https://openaccess-cdn.clevelandart.org/1975.95/1975.95_web.jpg,images/cleveland\148384.jpg,Mr. and Mrs. William H. Marlatt Fund,1975.95,2026-05-11
155803,Snuff Bottle with European Figures,1736–95,Enamel,painted enamel on copper,Snuff bottles were introduced from Europe to China around the 1700s to hold portable snuff or medicine.,Overall: 7.4 cm (2 15/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1991.126,https://openaccess-cdn.clevelandart.org/1991.126/1991.126_web.jpg,images/cleveland\155803.jpg,Seventy-fifth anniversary gift of Mrs. Noah L. Butkin,1991.126,2026-05-11
159182,"Lobed Mirror with a Tortoise Knob, Musician, and Phoenix",late 700s,Metalwork,bronze,"The inscription on this mirror states it was one of a pair made of metals from the south, and placed in a jade box, perhaps alluding to a wedding gift. The meaning of its design is not entirely known, but may refer to the Daoist immortal Hou Jin, who played the qin (stringed instrument), understood the language of birds, and could make predictions based on the reflections on water. The motifs of the phoenix, the pond, and the qin may all refer to the quest for immortality.",Diameter: 21.6 cm (8 1/2 in.); Overall: 1.2 cm (1/2 in.); Rim: 0.6 cm (1/4 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1995.369,https://openaccess-cdn.clevelandart.org/1995.369/1995.369_web.jpg,images/cleveland\159182.jpg,Gift of Drs. Thomas and Martha Carter in Honor of Sherman E. Lee,1995.369,2026-05-11
163143,Album of Daoist and Buddhist Themes: Search the Mountain: Leaf 43,1200s,Painting,"Album, ink on paper","This leaf and the one nearby belongs to a group of sketches with the theme “Clearing the Mountains” (soushan tu). The textual basis has long been lost; only the paintings survive. Here, fearsome divine soldiers fight against evil spirits depicted as animals and human-like creatures in mountains and forests. At the lower left, a soldier attacks a ram. To the right, two soldiers attempt to subdue a tiger. Three soldiers (one wielding a sword) emerge from an opening in the cliffs.",Painting: 34.1 x 38.5 cm (13 7/16 x 15 3/16 in.); Overall: 34.8 x 39.2 cm (13 11/16 x 15 7/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2004.1.43,https://openaccess-cdn.clevelandart.org/2004.1.43/2004.1.43_web.jpg,images/cleveland\163143.jpg,John L. Severance Fund in honor of Dr. Ju-hsi Chou and Gift of various donors to the department of Asian Art (by exchange),2004.1.43,2026-05-11
164592,Earth Landscape,c. 2004,Painting,Horizontal flat mount; ink and color on paper,"Li Huayi seeks to recapture the elegance and fine texture of ancient Chinese landscape paintings while creating new abstract compositions for the modern world. Li begins his compositions by laying out large areas of ink washes. Next, he applies details of rock masses, trees, waterfall, clouds, and mist. While borrowing abstract, geometric forms of Western modernism, his brushwork depicting rocks and trees remains traditional.",Painting: 87.6 x 177.8 cm (34 1/2 x 70 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2006.115,,,Norman O. Stone and Ella A. Stone Memorial Fund,2006.115,2026-05-11
372090,Mountain Place (from series of Repetitions),1987,Print,woodcut print with ink on paper,"Xu created five Series of Repetitions to explore the process of printmaking. He printed images of the series in different stages, each time carving away a little bit more of the block’s surface. The first print is the darkest; the final one is the lightest with the image being entirely effaced. This print represents a stage in the process when the image was most legible. Some prints show Chinese characters, indications for his later works featuring writing and language called “landscripts”—images made with script. As a child, Xu had access to a world of books: his mother worked in the library and his father in the history department at Peking University. Toward the end of the Cultural Revolution in 1974, Xu was sent to a rural village north of Beijing for “re-education.” The Cultural Revolution taught him the power of words and text, while the interruption of his formal schooling gave him time to practice writing and teach himself woodcut techniques.",Image: 52.8 x 73.2 cm (20 13/16 x 28 13/16 in.); Sheet: 66.7 x 85.2 cm (26 1/4 x 33 9/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2019.239,,,Gift of Joe and Nancy Keithley,2019.239,2026-05-11
311692,Meiping Vase with carved Dragon Motif,1300s,Ceramic,Porcelain with pale bluish-white (qingbai; 青白) glaze and carved decoration,"A fierce coiling dragon chasing a pearl amid mist and clouds—a symbol of fertility and power—decorates this sturdy vase. Its shoulder is incised with a band of lotus flowers and the base features a border of lotus petals. Meiping, literally prunus vase, derives its name from being used to display a single floral spray, traditionally a branch of blossoming plum (or prunus), apricot, or cherry.",Overall: 27.6 x 16.5 cm (10 7/8 x 6 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2020.189,https://openaccess-cdn.clevelandart.org/2020.189/2020.189_web.jpg,images/cleveland\311692.jpg,Nancy F. and Joseph P. Keithley Collection Gift,2020.189,2026-05-11
122378,Pair of Lotus Petal Vases,1662–1722,Ceramic,"porcelain with ""peach bloom"" glaze","The ""peach-bloom"" glaze developed during the Kangxi era has also been described as ""drunken with beauty."" Technical achievements were transcended with aesthetic associations, revealing the greatest sensitivity to all things beautiful in nature.",Overall: 21.2 cm (8 3/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1942.668,https://openaccess-cdn.clevelandart.org/1942.668/1942.668_web.jpg,images/cleveland\122378.jpg,Bequest of John L. Severance,1942.668,2026-05-11
135012,Incense Burner,1200s,Ceramic,"porcelaneous stoneware, Guan ware",,Overall: 7.3 x 15.6 cm (2 7/8 x 6 1/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1957.63,https://openaccess-cdn.clevelandart.org/1957.63/1957.63_web.jpg,images/cleveland\135012.jpg,Gift of Mr. and Mrs. Severance A. Millikin,1957.63,2026-05-11
154706,Bowl with Lotus Scrolls,1500s,Ceramic,porcelain with burnished and engraved gold (kinrande) decoration on green overglaze enamel,"Bowl such as this, with kinrande (gold-engraved) decoration over monochrome enamels, may have been made originally for export to Japan. On the base of this bowl are an underglaze blue inscription, reading ""Fine vessel for the rich and honorable (fugui jiaqi),"" as well as a modern registration mark ""PDF A552"" to indicate that it was formerly in the Sir Percival David collection in London. A similar kinrande bowl can be found in the Percival David Foundation, PDF A549.",Diameter: 6.4 x 12.1 cm (2 1/2 x 4 3/4 in.); Overall: 6.1 cm (2 3/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1989.297,https://openaccess-cdn.clevelandart.org/1989.297/1989.297_web.jpg,images/cleveland\154706.jpg,Bequest of Mrs. Severance A. Millikin,1989.297,2026-05-11
155055,Watchtower,25–220 CE,Ceramic,earthenware with lead glaze,"In this funerary sculpture of the watchtower is a lively retinue of hunters, musicians, dancers, and domestic animals. The representation provides a vivid picture of the worldly enjoyment to be perpetuated in the otherworldly realm of the afterlife. A low-temperature lead glaze is applied to its earthenware body, enhancing the modeled forms with a brilliant, smooth coating like a layer of opaque glass.",Diameter: 39 cm (15 3/8 in.); Overall: 54.3 cm (21 3/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1989.71,https://openaccess-cdn.clevelandart.org/1989.71/1989.71_web.jpg,images/cleveland\155055.jpg,The Severance and Greta Millikin Purchase Fund,1989.71,2026-05-11
132919,Album of Seasonal Landscapes,1684,Painting,Album of twelve leaves; ink or ink and light color on paper,"Zha Shibiao, a native of Anhui province, moved to Yangzhou later in his career, like so many of his fellow countrymen. At age 68, he painted this album with seasonal landscapes in various styles. Painted in fresh colors and wet strokes, all depict typical scenes of Jiangnan, the Yangzi delta: a herdboy on a buffalo wading through water, boating on the stream to the Peach Blossom Spring at Wulin, a waterfront town shrouded in mist, a scholar on his donkey enjoying the red autumn leaves, and drinking tea on a boat while watching migrating birds.",Overall: 29.9 x 39.4 cm (11 3/4 x 15 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1955.37,https://openaccess-cdn.clevelandart.org/1955.37/1955.37_web.jpg,images/cleveland\132919.jpg,Gift of Mr. and Mrs. Severance A. Millikin,1955.37,2026-05-11
139831,Travelers in Autumn Mountains,1300–50,Painting,album leaf; ink and slight color on silk,,Image: 24.4 x 26.5 cm (9 5/8 x 10 7/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1963.589,https://openaccess-cdn.clevelandart.org/1963.589/1963.589_web.jpg,images/cleveland\139831.jpg,Gift of Mr. and Mrs. Severance A. Millikin,1963.589,2026-05-11
122380,Lotus Petal Vase,1662–1722,Ceramic,"porcelain with ""peach bloom"" glaze","The ""peach-bloom"" glaze developed during the Kangxi era has also been described as ""drunken with beauty."" Technical achievements were transcended with aesthetic associations, revealing the greatest sensitivity to all things beautiful in nature.",Overall: 21.2 cm (8 3/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1942.668.2,https://openaccess-cdn.clevelandart.org/1942.668.2/1942.668.2_web.jpg,images/cleveland\122380.jpg,Bequest of John L. Severance,1942.668.2,2026-05-11
131794,Jar (Hu),100 BCE–100 CE,Ceramic,glazed stoneware with incised and applied decoration,This superb Han dynasty jar has a robust shape imitating that of the bronze (hu) and is covered with a thin brownish-green glaze. The introduction of glazing—which provided an impervious coating to a clay body—marked a technological breakthrough in Chinese ceramic history. High-fired glazed pots were made as early as the Shang and Zhou dynasties (about 1600–256 BC). Potters gained practical technical knowledge of the reaction between the metallic oxide in the glaze and the kiln atmosphere to modify the color of a glaze.,Diameter: 39.4 cm (15 1/2 in.); Overall: 45.7 cm (18 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1954.370,https://openaccess-cdn.clevelandart.org/1954.370/1954.370_web.jpg,images/cleveland\131794.jpg,Edward L. Whittemore Fund,1954.370,2026-05-11
140267,A Pair of Peafowl,late 1400s-early 1500s,Painting,"hanging scroll, ink on silk","The peacock, identified by the flamboyant tail, is paired with a female peahen to its right. In lowering her head, the hen seems to show respect to the male peacock. With his articulate brushstrokes and strong contrasting tones, Lin Liang’s representation in black ink appears as vivid as Yin Hong’s colorful peacock (1974.31). The painter skillfully uses wet and dry ink as well as broad and thin washes to represent the plumage of the bird. The surface of the rocks, depicted in powerful sweeping strokes, recalls the landscape painting style of the Zhe School, which specialized in expressive brushwork.",Painting: 160 x 106 cm (63 x 41 3/4 in.); Overall with knobs: 256.5 x 133.3 cm (101 x 52 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1964.242,https://openaccess-cdn.clevelandart.org/1964.242/1964.242_web.jpg,images/cleveland\140267.jpg,Severance and Greta Millikin Collection,1964.242,2026-05-11
163106,Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 1,1200s,Painting,"Album, ink on paper","Leaf 1 portrays one of the three supreme deities in the Daoist religion. Dressed in a garment and hat similar to that of an earthly emperor, this heavenly being holds a tablet in a posture also reminiscent of a mortal ruler. He is shaded by a pair of fans, surrounded by female consorts and their maidens, and attended by ministerlike figures on both sides. Again, as seen in the mundane world, two guards holding weapons stand immediately in front of and below the platform that supports this majestic figure. Despite the symmetry and hierarchical composition, the whole scene comes alive in a wonderful sense of clarity and subtlety. Sketched in fine lines and evincing a wonderful sense of flow, especially in the draperies, the figural group is fully integrated in an architectural setting that is just as exquisite.",Painting: 34.3 x 38.5 cm (13 1/2 x 15 3/16 in.); Overall: 38.9 x 41.5 cm (15 5/16 x 16 5/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2004.1.1,https://openaccess-cdn.clevelandart.org/2004.1.1/2004.1.1_web.jpg,images/cleveland\163106.jpg,John L. Severance Fund in honor of Dr. Ju-hsi Chou and Gift of various donors to the department of Asian Art (by exchange),2004.1.1,2026-05-11
144935,Box in Form of Lotus Leaf,1700s,Ivory,ivory,"In the Qing dynasty (1644–1911), luxury items became more affordable to larger parts of the society, including women, merchants, and literati in non-official positions. Imperial patronage and a growing urban population encouraged consumption of luxury goods and local craftmanship. This fine grained, light yellow ivory carved the the shape of a lotus leaf illustrates the superb carving skills and the creative mind of the talented artisan who sought clients on a competitive market.",Overall: 5.1 cm (2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1970.137.2.a,https://openaccess-cdn.clevelandart.org/1970.137.2.a/1970.137.2.a_web.jpg,images/cleveland\144935.jpg,Gift of Lois Clarke,1970.137.2.a,2026-05-11
147392,Potter Seated with Double Gourd Vase,1300s,Ceramic,"Porcelain with underglaze decoration, qingbai (""blue-white"") ware","Made in South China, this figurine of a potter holding a double-gourd vase was probably once used as a toy. The coarse white porcelain form is covered with thin light greenish-blue, qingbai, glaze. The potter's cap and the coils on his shoulders are painted with blackish-brown ferruginous slip. The glaze stops short of the slightly recessed base, which is burnt a very light pinkish-buff color.",Overall: 13.5 cm (5 5/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1973.14,https://openaccess-cdn.clevelandart.org/1973.14/1973.14_web.jpg,images/cleveland\147392.jpg,The Severance and Greta Millikin Purchase Fund,1973.14,2026-05-11
149662,Rain-coming Pavilion by the Stone Bridge at Mt. Tiantai,1848,Painting,"handscroll, ink on paper","The subject is not just Mount Tiantai in Zhejiang Province, the ancient seat of the most powerful Buddhist sect of Sui and Tang dynasties, but records a specific occasion in 1838 when an official visited Tiantai and began the reconstruction of a historic pavilion. As this coincided with the end of a long drought, the building was auspiciously renamed the Yulai (Rain-Coming 雨來) Pavilion. Ten years later, Dai Xi painted this handscroll to commemorate the occasion.",Image: 34.5 x 142.6 cm (13 9/16 x 56 1/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1979.54,https://openaccess-cdn.clevelandart.org/1979.54/1979.54_web.jpg,images/cleveland\149662.jpg,Norman O. Stone and Ella A. Stone Memorial Fund,1979.54,2026-05-11
159204,Mirror with a Pair of Phoenixes,1100s,Metalwork,bronze,"This exceptionally large bronze mirror features magnificently long-tailed phoenixes with cloud scrolls, motifs that can also be seen on the silk boots nearby. While the mirror, according to its inscription Zhang Zhigao from Jinling (Nanjing) was made in southeast China, the boots were made in the northern part of China then occupied by the Khitan people. The inscription is placed to the right of the mirror’s central knob. Mirrors typically have one polished and one decorated side and were used in part in tombs for ritual purpose or served as disks for reflection.",Diameter: 35.1 cm (13 13/16 in.); Overall: 1.3 cm (1/2 in.); Rim: 0.8 cm (5/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1995.389,https://openaccess-cdn.clevelandart.org/1995.389/1995.389_web.jpg,images/cleveland\159204.jpg,Gift of Drs. Thomas and Martha Carter in Honor of Sherman E. Lee,1995.389,2026-05-11
170829,Reflection,2002,Painting,"ink, color, and acrylic on paper","Hong Kong artist Irene Chou engaged with traditional Chinese philosophy, the abstract and expressionist elements of Chinese ink painting, and Western modernism to seek an individual expression in art. By freely splattering ink and duplicating the ink blobs to form chance images, Chou makes an allusion to a natural world of reflected light and images. Reflection is symbolic of the artist’s search for knowledge of dao and a state of “pure heart” through inner reflection. It is her imagination of Daoist freedom and mystery that connects her subjective world with the powerful life forces of the universe.",Overall: 60 x 96 cm (23 5/8 x 37 13/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2013.32,,,Mr. and Mrs. Richard W. Whitehill Art Purchase Endowment Fund,2013.32,2026-05-11
299308,Yang Guifei Leaving the Bath,1700s,Painting,"Hanging scroll; ink, colors and gold on silk","This painting relates to the legendary love story between Tang dynasty (618–906) emperor Xuanzong and his consort, the beautiful Yang Guifei. Set in what appears to be an 18th-century southern interior, the artist depicts Yang Guifei in a fashionable dress of semitransparent red gauze. Due to the warm and humid climate in China’s southeast, local silk workshops specialized and excelled in making airy gauze garments. Yang’s nude body can be seen through the red robe as she leaves the bath. Her servant offers her a bowl of soup. The presence of a male figure would have been a breach of customary protocol; cross-dressed as a male scholar, the earrings reveal that Yang’s attendant is in fact a girl.",Painting only: 96.5 x 44.1 cm (38 x 17 3/8 in.); Overall with knobs: 231.8 x 73 cm (91 1/4 x 28 3/4 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2017.65,https://openaccess-cdn.clevelandart.org/2017.65/2017.65_web.jpg,images/cleveland\299308.jpg,Gift of The MCH Foundation,2017.65,2026-05-11
140246,Low Table (kang zhuo) with Dragons in Clouds,1600s–1700s,Furniture and woodwork,Rosewood (huanghuali) and metal,"Originally, low tables were placed on a kang, a raised platform made of brick and heated by a fire underneath, which served as a bed and living space on cold winter days in northern China. During the daytime, these platforms could accommodate two sitters with a kang table placed between them. In the warmer south, kang tables were used on daybeds made of wood. By the Ming and Qing dynasties, furniture makers used rare tropical hardwood, such as huanghuali, known as rosewood.",Overall: 29 x 97.2 x 69.2 cm (11 7/16 x 38 1/4 x 27 1/4 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1964.228,https://openaccess-cdn.clevelandart.org/1964.228/1964.228_web.jpg,images/cleveland\140246.jpg,Severance and Greta Millikin Collection,1964.228,2026-05-11
144933,Box in Form of Lotus Leaf,1700s,Ivory,ivory,"In the Qing dynasty (1644–1911), luxury items became more affordable to larger parts of the society, including women, merchants, and literati in non-official positions. Imperial patronage and a growing urban population encouraged consumption of luxury goods and local craftmanship. This fine grained, light yellow ivory carved in the shape of a lotus leaf illustrates the superb carving skills and the creative mind of the talented artisan who sought clients on a competitive market.",Overall: 5.1 cm (2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1970.137.1.a,https://openaccess-cdn.clevelandart.org/1970.137.1.a/1970.137.1.a_web.jpg,images/cleveland\144933.jpg,Gift of Lois Clarke,1970.137.1.a,2026-05-11
144934,Box in Form of Lotus Leaf (lid),1700s,Ivory,ivory,"In the Qing dynasty (1644–1911), luxury items became more affordable to larger parts of the society, including women, merchants, and literati in non-official positions. Imperial patronage and a growing urban population encouraged consumption of luxury goods and local craftmanship. This fine-grained, light yellow ivory carved in the shape of a lotus leaf illustrates the superb carving skills and the creative mind of the talented artisan who sought clients on a competitive market.",Overall: 5.1 cm (2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1970.137.1.b,https://openaccess-cdn.clevelandart.org/1970.137.1.b/1970.137.1.b_web.jpg,images/cleveland\144934.jpg,Gift of Lois Clarke,1970.137.1.b,2026-05-11
144936,Box in Form of Lotus Leaf (lid),1700s,Ivory,ivory,"In the Qing dynasty (1644–1911), luxury items became more affordable to larger parts of the society, including women, merchants, and literati in non-official positions. Imperial patronage and a growing urban population encouraged consumption of luxury goods and local craftmanship. This fine grained, light yellow ivory carved the the shape of a lotus leaf illustrates the superb carving skills and the creative mind of the talented artisan who sought clients on a competitive market.",Overall: 5.1 cm (2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1970.137.2.b,https://openaccess-cdn.clevelandart.org/1970.137.2.b/1970.137.2.b_web.jpg,images/cleveland\144936.jpg,Gift of Lois Clarke,1970.137.2.b,2026-05-11
157440,Brocade with Soaring Phoenixes among Clouds,1100s–1200s,Textile,"Silk and gold thread; tabby, brocaded","The gold-brocaded designs of Jin brocades, such as this example with graceful phoenixes soaring into clouds, are typically asymmetrical. Moreover, they have no frame or border, and appear to have been cut out of larger decorative images.",Overall: 56.2 x 62.2 cm (22 1/8 x 24 1/2 in.); Mounted: 69.5 x 74 cm (27 3/8 x 29 1/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1994.292,https://openaccess-cdn.clevelandart.org/1994.292/1994.292_web.jpg,images/cleveland\157440.jpg,John L. Severance Fund,1994.292,2026-05-11
159178,Octafoil Mirror with Hunters and Prey,late 600s–early 700s,Metalwork,bronze,"Corrosion has covered this mirror's surface with an uneven layer of green patination. Otherwise, this medium-sized mirror is strong in impact and dynamic in movement. The border arrangement is typical, with eight compartments for four types of decoration arranged in pairs across the same axis. Other than the cloud scrolls, which have been radically transformed so as to be almost unrecognizable, the rest are fine portrayals of insects and plants—a typical arrangement for Tang mirrors, perhaps of the eighth century.The chief focus, of course, lies in the inner circle, which has gained in size and dimension. At its center is a crouching beast. Action is most apparent in the sequence of the hunt, with hunters on horses, shooting with bow and arrow at the prey, or carrying a long lance for the attack. The prey includes bear, deer, rabbit, and boar—their size and pose being sufficiently varied. The insistence on horror vacui (fear of empty spaces) is apparent; wherever the likelihood of a vacant space exists, the maker of the mirror has inserted a plant to fill the void. The result is a fast-paced whirling motion that never ends.",Diameter: 20 cm (7 7/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1995.365,https://openaccess-cdn.clevelandart.org/1995.365/1995.365_web.jpg,images/cleveland\159178.jpg,Gift of Drs. Thomas and Martha Carter in Honor of Sherman E. Lee,1995.365,2026-05-11
162868,Calligraphy in Semi-Cursive Style (xing-caoshu),c. 1660–1709,Calligraphy,Hanging scroll; ink on paper,"This spontaneous, bold calligraphy style is characteristic of members of the Japanese Ōbaku school (Huangbo in Chinese) of Chan (Zen in Japanese) Buddhism, which was founded in Japan by Chinese monks in the 1600s. The monk Yueshan emigrated to Japan from the Chinese province of Fujian, taking a priestly post at Manpukuji, the headquarters of the Ōbaku school in Japan. He later became the seventh abbot of the distinguished temple.Yueshan’s calligraphy features rounded characters that allow him to fuse strokes and characters in speedy brush movements. Here the text begins with the large character chu (初, “the beginning”), the initial focus of meditation on the text: The dragon murmurs after sunset. The tiger roars before dawn.",Image: 28.6 x 64.1 cm (11 1/4 x 25 1/4 in.); Overall with knobs: 115.6 x 73.8 cm (45 1/2 x 29 1/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2003.353,https://openaccess-cdn.clevelandart.org/2003.353/2003.353_web.jpg,images/cleveland\162868.jpg,Gift of Mr. and Mrs. Robert T. Gow,2003.353,2026-05-11
163146,Album of Daoist and Buddhist Themes: Search the Mountain: Leaf 46,1200s,Painting,"Album, ink on paper","Part of the series “Clearing the Mountains” (soushan tu), this leaf depicts a soldier who uses his spear to probe a hollow in which two wolves are hiding. To the right of the pine trees at the center are three soldiers, two of whom are searching for their targets, and one carrying an enormous log.",Painting: 34.1 x 38.4 cm (13 7/16 x 15 1/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2004.1.46,https://openaccess-cdn.clevelandart.org/2004.1.46/2004.1.46_web.jpg,images/cleveland\163146.jpg,John L. Severance Fund in honor of Dr. Ju-hsi Chou and Gift of various donors to the department of Asian Art (by exchange),2004.1.46,2026-05-11
170844,My Heart is the Universe,c. 2000,Painting,"ink, color, and acrylic on silk","This painting belongs to a series of Irene Chou’s late work, inspired by two lines of the Southern Song idealist and neo-Confucian philosopher Lu Jiuyuan: ""The universe is my mind, and my mind is the universe."" The background of ink wash is suffused with a brilliant green to create a depth of infinite space—""the symbolic depth, the depth from one’s heart and mind,"" as Chou says. In the midst of this infinite space is a small modulated sphere, her ""inner self."" The sphere echoes with the red disc and red lines of veins, which are the abstract symbols for the artist’s communion with the cosmic system. This painting communicates an exuberant joy and absolute freedom, as Chou searches for mystical oneness with the universe.",Overall: 63.5 x 95.9 cm (25 x 37 3/4 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2013.33,,,Mr. and Mrs. Richard W. Whitehill Art Purchase Endowment Fund,2013.33,2026-05-11
370220,Dish with Landscape and Inscription,1662–1722,Ceramic,"porcelain, underglaze cobalt-blue decoration","The river scene, composed of two shores divided by waterafter the Yuan dynasty master Ni Zan is inscribed: What shall I present the gentleman with? A picture of the Xiang River. A tributary of the Yangzi in Hunan province, the Xiang River is associated with Chinese literature and history, such as the Xiang goddesses, loyal consorts of emperor Shun. They are mentioned in the ancient Songs of the South (Chuci), known for staining the bamboo along the Xiang River with their tears when they thought him lost in the floods. The dish may have been a gift between two departing friends or for a couple.",Overall: 12.3 cm (4 13/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2019.176,https://openaccess-cdn.clevelandart.org/2019.176/2019.176_web.jpg,images/cleveland\370220.jpg,"The A. W. Ellenberger, Sr., Endowment Fund",2019.176,2026-05-11
374726,Reconstructed Landscape no. 10,2015,Print,"Set of 10 woodblock prints mounted in handscroll format, printed with water-soluble colors","Cao Ou made this series of ten prints at the age of 28. The edition acquired by the CMA was mounted by the artist in traditional handscroll format. Its bold colors, combining a brilliant red, green, and blue, were impressed in separately cut woodblocks on the paper. The color scheme references traditional blue-and-green landscape paintings. The composition is inspired by a handscroll by Wang Ximeng (1096–1119), A Thousand Li of Rivers and Mountains, now in the collection of the Palace Museum, Beijing. The construction of the scenery out of blocks is reminiscent of Legos or the computer game, Minecraft, that simulates the reconstruction of iconic sights and famous landmarks in 3-D.",Painting: 48 x 821.1 cm (18 7/8 x 323 1/4 in.); Overall: 52.8 x 1084.9 cm (20 13/16 x 427 1/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2020.65,,,Alma and Robert D. Milne Fund,2020.65,2026-05-11
