object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date
149146,Raft Cup,1300s–1400s,Silver,"hammered silver soldered together, with chased decoration","The figure watching the stars is believed to be the messenger Zhang Qian (died 114 BCE). Legend says he lost his way in the Milky Way, where he met the Weaving Maid who gave him a stone from her loom. Zhang, in fact, holds a slab inscribed loom stone. The vessel is dated, inscribed, and has a seal of the silversmith Zhu Bishan, from Zhejiang province, who ran a workshop in the Lake Tai area near Suzhou. Zhu is one of the few Chinese silversmiths known by name, producing silverware so desirable that his name was used like a trademark by his competitors and followers. Made of pure silver, and shaped like a hollow log, the cup was assembled from several silver pieces that were then soldered together.",Overall: 16 cm (6 5/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1977.7,https://openaccess-cdn.clevelandart.org/1977.7/1977.7_web.jpg,images/cleveland\149146.jpg,John L. Severance Fund,1977.7,2026-05-11
137198,Jar with Lion-Head Handles,1300s,Ceramic,porcelain with underglaze painted decoration,"Appreciated for its strong profile, brilliant blue color, and firm delineation of the decorative patterns, this jar is a classic example of Yuan dynasty blue-and-white ware. This type of ware was produced no later than the 1330s for both domestic use (the court and common people alike) and overseas trade. This example testifies to the transmission of artistic ideas and techniques between China and the rest of the great Mongol Empire as a result of trade. The cobalt that was used for the blue underglaze decoration was imported from Iran, likely from Kashan. The band of cloud-collar motifs with phoenixes set against floral grounds, as shown here, is an artistic vocabulary that can also be found in Iranian decorative arts of the Ilkhanid period (1256–1353).",Diameter of mouth: 15.6 cm (6 1/8 in.); Overall: 39.4 x 37.5 cm (15 1/2 x 14 3/4 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1962.154,https://openaccess-cdn.clevelandart.org/1962.154/1962.154_web.jpg,images/cleveland\137198.jpg,John L. Severance Fund,1962.154,2026-05-11
130130,Cup with Daoist Figures,1736–95,Jade,Pale greenish-white jade,"During the Qing dynasty, Suzhou’s best products were sent north to the capital. Those that met imperial approval were sometimes graced with Qianlong’s mark, added by calligraphers and jade workers at court. The lack of a Qianlong mark on the Cleveland cup suggests that it might not have reached the court. Previously dated to the Yuan dynasty (1271–1368), new scholarship dates this cup to the Qing period.",Diameter of mouth: 10.3 cm (4 1/16 in.); Overall: 6.5 cm (2 9/16 in.); width with handles: 16 cm (6 5/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1952.510,https://openaccess-cdn.clevelandart.org/1952.510/1952.510_web.jpg,images/cleveland\130130.jpg,Anonymous Gift,1952.510,2026-05-11
147084,Virupa,early 1400s,Sculpture,"Gilt bronze with silver, stones, and pigment","Virupa is one of the great teachers in the history of tantric Buddhism. His posture references his ability to stop the sun; as an enlightened being, he can control phenomena of nature. As a tantric practitioner, he overturns ordinary assumptions about proper behavior, so he overeats, drinks large quantities of liquor, and waits for the king to pay his bill at the tavern. At the edge of the lotus pedestal is an inscription identifying the image as having been made in the imperial kilns of the third emperor of the Ming dynasty in China as a gift to a Tibetan monastic leader. While closely linked to Tibetan styles, the luxurious detailing, special gilding process, and the casting of the ornaments onto the body without use of inlay are specifically Chinese characteristics.",Overall: 43.6 cm (17 3/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1972.96,https://openaccess-cdn.clevelandart.org/1972.96/1972.96_web.jpg,images/cleveland\147084.jpg,"Gift of Mary B. Lee, C. Bingham Blossom, Dudley S. Blossom III, Laurel B. Kovacik, and Elizabeth B. Blossom, in memory of Elizabeth B. Blossom",1972.96,2026-05-11
130939,Amulet in the Form of a Seated Figure with Bovine Head,c. 4700–2920 BCE,Jade,jade (nephrite),"With a bovine head and four horns, this seated figurine was a powerful ritual and shamanic symbol. Drill holes above its shoulders form two interconnected perforations for suspension, suggesting that the jade was originally used as a pendant, presumably by the shaman performing the tasks of journeying to and communicating with the supernatural realms.",14.6 x 6 x 4.1 cm (5 3/4 x 2 3/8 x 1 5/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1953.628,https://openaccess-cdn.clevelandart.org/1953.628/1953.628_web.jpg,images/cleveland\130939.jpg,Gift of Severance A. Millikin,1953.628,2026-05-11
161427,Tomb Guardian with Animal Head,early 700s,Ceramic,"glazed earthenware, sancai (three-color) ware","With their fierce expressions and exaggerated physical features, fantastic guardian creatures were intended to guard the entrance to a tomb, warding off evil as well as keeping the soul of the deceased from wandering. Known as ""earth spirits"" or qitou, this one has an animal face and a pair of antlers growing above its eyebrows; the other sports a human face with huge protruding ears and a short horn surrounded by fiery, twisting hair. Their many elongated spikes heighten the fearful intensity.Before tomb sculptures were placed in the tomb, they were carried through the streets in a funerary procession. Funerary gifts provided the deceased with means for the afterlife. They were also an expression of filial piety and demonstrated the wealth and power of the descendants.",Overall: 92.3 x 43.8 x 41.9 cm (36 5/16 x 17 1/4 x 16 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2000.118.1,https://openaccess-cdn.clevelandart.org/2000.118.1/2000.118.1_web.jpg,images/cleveland\161427.jpg,Gift of various donors to the department of Asian Art (by exchange),2000.118.1,2026-05-11
93992,Stele with Sakyamuni and Bodhisattvas,537,Sculpture,limestone,"According to the inscription, this stele was commissioned in 537 by Yuan'ning, prince of the Gaoping branch of the imperial Wei family, in memory of his deceased consort, in the hope that it would bring her to the Western paradise. It was carved by one of the finest craftsmen in the Eastern Wei capital of Ye in Hebei province. Here, the Buddha's robe shows a careful arrangement of patterned drapery (large U-shaped folds and scallop-shaped folds at the hem), combining linear rhythms with an ordered symmetry. Soaring flames edge the mandorla (almond-shaped halo), echoing the linear eloquence of Chinese painting.",Overall: 77.5 x 44.4 cm (30 1/2 x 17 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1914.567,https://openaccess-cdn.clevelandart.org/1914.567/1914.567_web.jpg,,Gift of the John Huntington Art and Polytechnic Trust,1914.567,2026-05-11
135007,Wine Cup with Children at Play,1465–87,Ceramic,"porcelain with underglaze blue and overglaze enamel decoration, docai (""joined colors"") ware","This delicate wine cup, only two inches high, exhibits free, spontaneous drawing as well as perfect compositional balance over its small surface area. The motifs were outlined with cobalt blue; the piece was then glazed and fired in the normal way for making the blue-and-white ware. After firing, the outline painting was completed with colored enamels over the glaze. The piece was fired the second time. The pictorial decoration is refined and complicated; the porcelain body is of exceptionally high quality and is thin, translucent, and light in weight.",Overall: 4.8 cm (1 7/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1957.61,https://openaccess-cdn.clevelandart.org/1957.61/1957.61_web.jpg,images/cleveland\135007.jpg,John L. Severance Fund,1957.61,2026-05-11
117940,Cranes and Serpents,475–221 BCE,Sculpture,lacquered wood with polychromy,"A different style of ritual art developed in the state of Chu in South China. In addition to bronze vessels, lacquered wood artifacts expanded the repertory of ritual implements. This extraordinary sculpture was probably a drum stand for supporting a suspended drum in ritual ceremonies. It is unique among other excavated drum stands of the Chu, which typically show two birds standing on tigers. The theme of the bird stepping on the serpent was common in the Chu visual culture. Yet the slender proportions and seemingly flimsy structure of this particular set raise the question of whether it was utilitarian or mostly served symbolic functions in the tomb. The birds' and serpents' bodies have designs painted in red lacquer and yellow pigment against the black lacquer. Scientific analyses confirm the additional use of a blue or green pigment that has been discolored over time.",Overall: 132.1 x 124.5 cm (52 x 49 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1938.9,https://openaccess-cdn.clevelandart.org/1938.9/1938.9_web.jpg,,Purchase from the J. H. Wade Fund,1938.9,2026-05-11
147576,"Mirror with Phoenixes, Birds, Butterflies, and Floral Sprays",700s,Metalwork,bronze with silver and gold inlaid lacquer,"This extremely rare pingtuo mirror is coated with a lacquer base inlaid with paper-thin sheets of silver and gold. The decorative patterns, especially the floral arabesques and the phoenixes and birds holding branches in their mouths, have a pronounced Persian and Central Asian flavor. Luxury items like this had been used by the Tang emperor as diplomatic gifts. A similar example from the Japanese imperial collection of Emperor Shōmu was donated by Empress Kōmyō in 756 to the Shōsō-in repository of the Tōdai-ji Temple, Nara, Japan.",Diameter: 19.2 cm (7 9/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1973.74,https://openaccess-cdn.clevelandart.org/1973.74/1973.74_web.jpg,images/cleveland\147576.jpg,Leonard C. Hanna Jr. Fund,1973.74,2026-05-11
134843,Brush Washer,late 1000s–1127,Ceramic,"porcelaneous stoneware, Ru ware","Ru ware is the rarest and most celebrated of all Chinese imperial wares. It was made for the late Northern Song court for a very short time and was therefore extremely rare and precious. Simplicity and refined elegance are Ru ware's hallmarks. Its graceful shape, soft luster, and subtle color variation of the glaze interact in perfect unity. Other physical characteristics include an ash-grey body, soft greyblue glaze with a fine crackle, as well as small sesame-seed spur marks on the base.",Diameter: 12.8 cm (5 1/16 in.); Overall: 3.8 cm (1 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1957.40,https://openaccess-cdn.clevelandart.org/1957.40/1957.40_web.jpg,images/cleveland\134843.jpg,John L. Severance Fund,1957.40,2026-05-11
145937,Vase with Golden Pheasants,1736–95,Ceramic,porcelain painted in polychrome enamels over transparent glaze,"The flower-and-bird painting in this vase was intricately executed in colored enamels (falangcai), with careful modeling, shading, and blending of colors reflecting European influences through missionary-artists at the Qing court. The Jesuit artist Giuseppe Castiglione (1688–1766), in particular, exerted tremendous impact at the Qianlong academy.",Overall: 18.6 x 10.5 cm (7 5/16 x 4 1/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1971.145,https://openaccess-cdn.clevelandart.org/1971.145/1971.145_web.jpg,,John L. Severance Fund,1971.145,2026-05-11
154710,Bell (Lai Zhong),c. 800–700 BCE,Metalwork,bronze,"In ancient China, music and ritual had political significance and were linked inseparably to the power of states. During the Zhou dynasty, bronze bells were made in sets of eight to sixty bells. This bell is the second largest from a set of eight. This bell bears an inscription of 118 characters about its owner, Lai, and why it was cast. Lai's ancestors dutifully served the Western Zhou royal court, and he was granted a hereditary position by the ""Son of Heaven"" (the ruler). To express filial piety, Lai commissioned a set of bells as an offering to his father, Gongshu, in the hope that they would be forever treasured by future generations. This important inscription also provides an early example of Chinese calligraphy highlighting the purely abstract lines and construction of characters.",Overall: 70.3 x 37 x 26.6 cm (27 11/16 x 14 9/16 x 10 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1989.3,https://openaccess-cdn.clevelandart.org/1989.3/1989.3_web.jpg,,Leonard C. Hanna Jr. Fund,1989.3,2026-05-11
125978,Tea Bowl,1100s–1200s,Ceramic,"Stoneware with black “hare’s fur” glaze and metal-bound rim, Jian ware","Due to its exceptional size, this Fujian tea bowl is rather rare. The enjoyment of Jian ware rests with the glaze transmutation due to iron in the glaze, which developed into reddish-brown streaks and spots against a rich black glaze after firing. Connoisseurs called these iron formations ""hare’s fur"" marks, and the ware was very popular with the tea cultures in China and Japan.",Diameter: 17.8 cm (7 in.); Overall: 8.7 cm (3 7/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1948.206,https://openaccess-cdn.clevelandart.org/1948.206/1948.206_web.jpg,images/cleveland\125978.jpg,Purchase from the J. H. Wade Fund,1948.206,2026-05-11
112307,Finial,475–221 BCE,Metalwork,bronze inlaid with gold and silver,Chariots and weapons were associated with hunting and warfare in the ancient world. Those bronze fittings with lavish inlaid decoration were status symbols of rulers and high-ranking officials. This finial combines extravagance and ferocious beauty to reveal the aesthetics of the time. The birds with hooked beaks are above the intertwined serpent-dragons. Such artistic conception emphasizes the power of the bird in combat. Every facet of this finial is exquisitely crafted to give full play to the inlaid decoration.,Overall: 13.1 cm (5 3/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1930.730,https://openaccess-cdn.clevelandart.org/1930.730/1930.730_web.jpg,images/cleveland\112307.jpg,Purchase from the J. H. Wade Fund,1930.730,2026-05-11
150493,Eleven-Headed Guanyin,1100–1200,Sculpture,wood with polychromy and cut gold,"The bodhisattva is an enlightened being dedicated to the spiritual awakening of all beings. The compassionate bodhisattva Guanyin, in a variety of manifestations, is probably the most popular deity of worship in Chinese Buddhism. In the Esoteric Buddhist form shown here, this standing Guanyin has a total of eleven heads, with smaller ones above the principal head. The uppermost head represents the Buddha Amitabha, to whom he is closely related. The eleven heads symbolize the Buddha’s steps on the path to enlightenment.",Overall: 218.5 cm (86 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1981.53,https://openaccess-cdn.clevelandart.org/1981.53/1981.53_web.jpg,images/cleveland\150493.jpg,Purchase from the J. H. Wade Fund,1981.53,2026-05-11
161426,Tomb Guardians,early 700s,Ceramic,"glazed earthenware, sancai (three-color) ware","With fierce expressions, elongated spikes, and exaggerated physical features, these two fantastic creatures were intended to guard the entrance to a tomb, warding off evil as well as keeping the soul of the deceased from wandering. Known as qitou, or earth spirits, both sculptures differ in appearance: one has an animal face, claws, and a pair of antlers; the other sports a human face with huge ears, hooves, and a short horn.",Part 1: 92.3 x 43.8 x 41.9 cm (36 5/16 x 17 1/4 x 16 1/2 in.); Part 2: 88.9 x 41 x 50.8 cm (35 x 16 1/8 x 20 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2000.118,https://openaccess-cdn.clevelandart.org/2000.118/2000.118_web.jpg,images/cleveland\161426.jpg,Gift of various donors to the department of Asian Art (by exchange),2000.118,2026-05-11
161428,Tomb Guardian with Human Face,early 700s,Ceramic,"glazed earthenware, sancai (three-color) ware","With their fierce expressions and exaggerated physical features, these two fantastic guardian creatures were intended to guard the entrance to a tomb, warding off evil as well as keeping the soul of the deceased from wandering. Known as ""earth spirits"" or qitou, this one sports a human face with huge protruding ears and a short horn surrounded by fiery, twisting hair; the other has an animal face and a pair of antlers growing above its eyebrows. Their many elongated spikes heighten the fearful intensity.Before tomb sculptures were placed in the tomb, they were carried through the streets in a funerary procession. Funerary gifts provided the deceased with means for the afterlife. They were also an expression of filial piety and demonstrated the wealth and power of the descendants.",Overall: 88.9 x 41 x 50.8 cm (35 x 16 1/8 x 20 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2000.118.2,https://openaccess-cdn.clevelandart.org/2000.118.2/2000.118.2_web.jpg,,Gift of various donors to the department of Asian Art (by exchange),2000.118.2,2026-05-11
112308,Monster Face: Door Ring Holder (Pushou),500s,Metalwork,gilt bronze,"This gilt bronze Door Ring Holder is in the form of a monster head with curving horns, protruding eyes, three-clawed paws, curling beard, and flame-shaped hair. The tongue dangles from the mouth, in which the creature originally grasped a ring. While it had a practical function as a door knocker, the intimidating form could also frighten away both intruders and evil spirits.",Overall: 13.6 x 20 cm (5 3/8 x 7 7/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1930.731,https://openaccess-cdn.clevelandart.org/1930.731/1930.731_web.jpg,images/cleveland\112308.jpg,Purchase from the J. H. Wade Fund,1930.731,2026-05-11
94676,Seated Amitayus Buddha,c. 570s,Sculpture,marble,"Amitayus, the Buddha of Infinite Life, is seated in meditation on a double lotus pedestal. The pedestal was not made with the statue but the combination is faithful to the original artistic conception. The statue is an extremely rare example of a major type of Northern Qi Buddhist sculpture. The heavy, massive front highlights the sense of monumentality and the spiritual essence of the Buddha. Today the sculpture is united with a pedestal that exhibits the rich, ornate style of early Tang sculpture. It was commissioned by the Duke of Liang, Fang Xuanling (578–648), for the blessing of his second son and daughter-in-law, the Tang imperial princess of Gaoyang. The iconography and inscription suggest that it originally went with a statue, now missing, of Shakyamuni, the historical Buddha, instead of Amitayus.",Overall: 110 x 66.1 cm (43 5/16 x 26 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1915.334.1,https://openaccess-cdn.clevelandart.org/1915.334.1/1915.334.1_web.jpg,images/cleveland\94676.jpg,Worcester R. Warner Collection,1915.334.1,2026-05-11
156948,Stele with Shakyamuni and Maitreya,c. 570s,Sculpture,marble with polychromy,"In this stele, Shakyamuni (the historical Buddha) bears a benign smile in the hand gestures of fearlessness and gift giving. He is flanked by two bodhisattvas and two disciples-all standing against a mandorla (almond-shaped halo) adorned with a stupa and flying heavenly beings. On the reverse side, the Buddha sits in a pensive pose with his head tilted, mediating under twin sala trees. This position is reserved for Shakyamuni’s first meditation or Maitreya’s meditation. The joint appearance of Shakyamuni and Maitreya (the future Buddha) on two sides of a stele was a favorite scheme of the Northern Qi period.",Overall: 119 cm (46 7/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1993.108,https://openaccess-cdn.clevelandart.org/1993.108/1993.108_web.jpg,images/cleveland\156948.jpg,Leonard C. Hanna Jr. Fund,1993.108,2026-05-11
152022,Seated Guanyin,late 1100s–1200s,Sculpture,wood with polychromy and gilding,"The South Sea Guanyin was originally seated on a rocky throne to represent the shore of his home in the mythical island of Potala. His right leg is raised, the arm resting on the folded knee in a relaxed position. With an expression of grace, calmness, and compassion, the Guanyin is especially appealing as the ""guide of souls"" who offers hope for salvation.",Overall: 138 cm (54 5/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1984.70,https://openaccess-cdn.clevelandart.org/1984.70/1984.70_web.jpg,images/cleveland\152022.jpg,Purchase from the J. H. Wade Fund,1984.70,2026-05-11
151541,Bodhisattva,700s,Sculpture,dry lacquer,"The bodhisattva, an enlightened being dedicated to the spiritual awakening of all beings, is shown sitting in a relaxed pose, the eyes half-closed in an expression of profound meditation. The statue is modeled in a sensuous manner. It is made using the dry lacquer technique whereby a clay core is first constructed and then overlaid with fabrics saturated with lacquer. Once the lacquer layers are set, the core is removed. This kind of hollow dry lacquer statue is lightweight and easy to carry. The piece once suffered from severe surface retouching that distorted its original beauty. The museum's conservation work has removed coats of overpainting and over-restoration, revealing the true appearance of the glossy black lacquered surface with traces of cut-gold decoration and pigments.",Overall: 44 x 37 cm (17 5/16 x 14 9/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1983.86,https://openaccess-cdn.clevelandart.org/1983.86/1983.86_web.jpg,images/cleveland\151541.jpg,"Given in memory of Howard Parmelee Eells Jr. by his wife, Adele Chisholm Eells",1983.86,2026-05-11
159163,Lobed Mirror with Heaven and Earth between the Paired Phoenixes,mid to late 700s,Metalwork,bronze,"This mirror bears an important inscription as well as symbolic imagery of the Eight Trigrams and Heaven and Earth to express the ancient Chinese cosmological ideas. The inscription reads: Circle above and square below: These are symbolic of heaven and earth. In the middle are the Eight Trigrams. Making clear [the forces of] yin and yang. Stars and constellations are well aligned; The sun and the moon are virtuous and bright. Circulating around [the earth] is water, Giving identity to the Four Great Rivers. Within are the mountain ranges, To signify the lordly heights.",Diameter: 22.5 cm (8 7/8 in.); Overall: 1.1 cm (7/16 in.); Rim: 0.7 cm (1/4 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1995.351,https://openaccess-cdn.clevelandart.org/1995.351/1995.351_web.jpg,images/cleveland\159163.jpg,Gift of Drs. Thomas and Martha Carter in Honor of Sherman E. Lee,1995.351,2026-05-11
134610,The Hunt,300–100 BCE,Painting,Painted clamshell,"The inside of this shell preserves the earliest, extant figure paintings in Chinese history.",Overall: 7.5 x 9 cm (2 15/16 x 3 9/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1957.141,https://openaccess-cdn.clevelandart.org/1957.141/1957.141_web.jpg,images/cleveland\134610.jpg,"Gift of Homer H. Tielke Jr., in honor of the fortieth wedding anniversary of Mr. and Mrs. Homer H. Tielke Sr.",1957.141,2026-05-11
113945,Cloudy Mountains,1130,Painting,Handscroll; ink and color on silk,"Cloudy Mountains captures the view of a lush and misty riverscape, an impression of Mi Youren’s new environment, painted in a moment of peace. With the fall of the Northern Song dynasty in 1127 upon the Jurchen’s military invasion, Mi Youren fled south across the Yangzi River. In 1130, he had reached Xinchang in Zhejiang province and thanked his host with this painting for having given him shelter. Mi Youren was the oldest son of the art critic Mi Fu (1051– 1107); both developed a distinct style of mountain scenery by accumulating wet ink dots that create a hazy atmosphere.",Image: 43.7 x 192.6 cm (17 3/16 x 75 13/16 in.); Overall: 45.5 x 646.8 cm (17 15/16 x 254 5/8 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1933.220,https://openaccess-cdn.clevelandart.org/1933.220/1933.220_web.jpg,images/cleveland\113945.jpg,Purchase from the J. H. Wade Fund,1933.220,2026-05-11
123616,Amphora Vase,1723–35,Ceramic,porcelain with celadon glaze,"This elegant vase, modeled in the shape of an amphora with dragon handles has perfect symmetry. Its celadon glaze is of exceptional purity and of subtle green color, all characteristics of classical Yongzheng-era monochrome porcelains. The amphora shape and dragon handles of this vase, seen earlier in the glazed stoneware of the Sui and Tang dynasties (581-907), were revived during the Yongzheng period for achieving ""antique-elegance"" (guya) in aesthetics as well as technical perfection in ceramic art.Only four vases of this size and glaze are known to exist.",Overall: 52.1 cm (20 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1944.190,https://openaccess-cdn.clevelandart.org/1944.190/1944.190_web.jpg,images/cleveland\123616.jpg,The Elisabeth Severance Prentiss Collection,1944.190,2026-05-11
134923,Basin,1127–1279,Ceramic,"porcelaneous stoneware, Guan ware","Guan ware was the official ware fired at the Southern Song imperial kilns in Hangzhou. Multiple glazing is characteristic of this ware. The total thickness of the glaze can be greater than the clay body that supports it. Here, the thick gray-green glaze is webbed with a wide network of dark brown crackles as well as finer webs of light golden-brown and colorless crackles. The crackle pattern was developed after firing, due to the different rates of expansion and contraction of the body and the glaze. It was consciously exploited to achieve an aesthetic effect and was stained at different stages during the cooling process.",Diameter: 24.2 cm (9 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1957.48,https://openaccess-cdn.clevelandart.org/1957.48/1957.48_web.jpg,images/cleveland\134923.jpg,John L. Severance Fund,1957.48,2026-05-11
134607,The Kill,300–100 BCE,Painting,Painted clamshell,"The inside of this shell preserves the earliest, extant figure paintings in Chinese history.",Overall: 7.5 x 9 cm (2 15/16 x 3 9/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1957.139,https://openaccess-cdn.clevelandart.org/1957.139/1957.139_web.jpg,images/cleveland\134607.jpg,Gift of Mr. and Mrs. Harold T. Clark in memory of Flora L. Terry,1957.139,2026-05-11
137127,Plate with Relief Dragon among Clouds,1300s,Ceramic,porcelaneous stoneware with celadon glaze and molded decoration,"In the center of this plate a majestic coiled dragon is surrounded by clouds, a wave pattern, and five-petaled rosettes around the rim. In front of the dragon's mouth is a flaming pearl, a symbol often associated with dragons from this time. The plate achieves distinctive visual contrasts with green glaze and brown, and its main decorative motifs are raised.",Diameter: 43.2 cm (17 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1961.92,https://openaccess-cdn.clevelandart.org/1961.92/1961.92_web.jpg,images/cleveland\137127.jpg,John L. Severance Fund,1961.92,2026-05-11
169510,Round Box with Bird and Peonies Design,c. 1300,Lacquer,carved lacquer,"The carved lacquer box and lobed silver container nearby both feature pairs of birds and flowers on their covers. There is a striking similarity in decoration, shape, and aesthetic appeal. Both boxes suggest that successful designs and shapes circulated among craftsmen, workshops, and beyond regional borders.",Overall: 21 x 40.6 cm (8 1/4 x 16 in.); Lid: 8.5 x 40.6 cm (3 3/8 x 16 in.); Bottom: 12.5 x 40.6 cm (4 15/16 x 16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/2011.34,https://openaccess-cdn.clevelandart.org/2011.34/2011.34_web.jpg,images/cleveland\169510.jpg,Leonard C. Hanna Jr. Fund,2011.34,2026-05-11
142279,Shakyamuni as an Ascetic,early 1300s,Sculpture,gilt bronze with polychromy,"This statue is of monumental scale and exceptionally fine workmanship. A work of this size and quality was likely to have been made in the official workshops under imperial auspices. The image of the ascetic Shakyamuni (the historical Buddha) is both powerful and immediate. Shakyamuni is portrayed in a state of contemplative meditation with closed eyes and an inward smile. He leans forward, head and hands resting on an upraised knee. The representation speaks eloquently of his withdrawal from the world to attain self-realization. It recalls another famous iconic image in the Cleveland collection depicting Shakyamuni descending from the mountains after enlightenment, CMA 1970.2.",Overall: 44.2 x 31.8 cm (17 3/8 x 12 1/2 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1966.116,https://openaccess-cdn.clevelandart.org/1966.116/1966.116_web.jpg,images/cleveland\142279.jpg,Purchase from the J. H. Wade Fund,1966.116,2026-05-11
157341,Mat Weight in the Form of a Bear,202 BCE–9 CE,Sculpture,gilt bronze,"The bear imagery was particularly popular during the Han dynasty and was a metaphor of heroic power. This heavy, solid bear was probably used as a mat weight; other small squatting bears often served as the legs of vessels.",Overall: 15.7 x 14.6 x 17.3 cm (6 3/16 x 5 3/4 x 6 13/16 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1994.203,https://openaccess-cdn.clevelandart.org/1994.203/1994.203_web.jpg,images/cleveland\157341.jpg,John L. Severance Fund,1994.203,2026-05-11
147003,Footed Platter with Design of Mythical Beasts amid Grapevines,700s,Silver,"silver with gilt, incised, and chased decoration","Precious Sassanian and Central Asian metalwork had been imported to China as early as the 4th and 5th centuries as a result of wars and prosperous trade along the Silk Road. With the influx of foreign metalworkers to cosmopolitan Tang China, the techniques of sheet metalworking were introduced to the Chinese. This silver vessel demonstrates the effects of such east-west exchanges along the Silk Road. Its decoration with intricate gilt, incised and chased designs against a ring-punched ground is of a particularly high standard.",Diameter: 4.8 x 30.5 cm (1 7/8 x 12 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1972.39,https://openaccess-cdn.clevelandart.org/1972.39/1972.39_web.jpg,images/cleveland\147003.jpg,Leonard C. Hanna Jr. Fund,1972.39,2026-05-11
145411,Eleven-Headed Guanyin,late 600s,Sculpture,wood,"Guanyin, the bodhisattva of infinite compassion, can be identified by his attributes, carrying a tiny Amida Buddha in his crown, and holding a bottle with the nectar of life in his left hand. The eleven-headed Guanyin, in particular, has his eyes and ears open in all directions to hear, see, and help all those who are in distress. The garment and jewelry of this graceful figure remind us that the historic Buddha Shakyamuni was originally an Indian prince before he reached enlightenment. Upon his death, he entered nirvana, an eternal state free of desire and suffering, outside the realm of birth, death, and rebirth. The dating and attribution of the figure as being from China needs further study.",height: 62.9 cm (24 3/4 in.),The Cleveland Museum of Art,"Cleveland, Ohio, United States",https://clevelandart.org/art/1970.66,https://openaccess-cdn.clevelandart.org/1970.66/1970.66_web.jpg,images/cleveland\145411.jpg,John L. Severance Fund,1970.66,2026-05-11
